id_association,code_barre_ean_principal,code_barre_ean_associe_mdd,nom_produit_principal,nom_produit_mdd_associe,indice_confiance_association_pct,hausse_ticket_moyen_projete_pct,offre_bundle_recommandee
XSELL-0509,393319196711,374196848333,Jambon Supérieur Nestlé #2648,Plat Cuisiné Lasagnes Bio #337,90.4,4.7,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #337 (MDD) à l'achat de Jambon Supérieur Nestlé #2648
XSELL-0510,339619436131,343582218686,Céréales Gourmandes Repère #1446,Céréales Gourmandes Repère #3989,70.9,8.5,Offre Duo : -30% sur Céréales Gourmandes Repère #3989 (MDD) à l'achat de Céréales Gourmandes Repère #1446
XSELL-0511,347364951712,390308670943,Pâte à Tartiner Repère #2119,Biscuits Chocolat Repère #367,69.2,9.0,Offre Duo : -30% sur Biscuits Chocolat Repère #367 (MDD) à l'achat de Pâte à Tartiner Repère #2119
XSELL-0512,374646423380,370721418252,Pain de Mie Bio Danone #1139,Plat Cuisiné Lasagnes Repère #717,65.2,14.1,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #717 (MDD) à l'achat de Pain de Mie Bio Danone #1139
XSELL-0513,323985596203,377586358290,Plat Cuisiné Lasagnes Danone #1959,Céréales Gourmandes Repère #1948,88.9,12.1,Offre Duo : -30% sur Céréales Gourmandes Repère #1948 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #1959
XSELL-0514,376643560200,386520597751,Céréales Gourmandes Danone #174,Biscuits Chocolat Gourmet #513,68.6,11.5,Offre Duo : -30% sur Biscuits Chocolat Gourmet #513 (MDD) à l'achat de Céréales Gourmandes Danone #174
XSELL-0515,319242576368,394077485589,Pâte à Tartiner Repère #3763,Yaourt Fraise Gourmet #2743,76.0,9.6,Offre Duo : -30% sur Yaourt Fraise Gourmet #2743 (MDD) à l'achat de Pâte à Tartiner Repère #3763
XSELL-0516,310365331751,358853842574,Pâte à Tartiner Danone #2640,Sauce Tomate Basilic Bio #301,80.0,8.8,Offre Duo : -30% sur Sauce Tomate Basilic Bio #301 (MDD) à l'achat de Pâte à Tartiner Danone #2640
XSELL-0517,318169606809,385497281463,Yaourt Fraise Repère #1864,Pâte à Tartiner Bio #2691,72.6,12.5,Offre Duo : -30% sur Pâte à Tartiner Bio #2691 (MDD) à l'achat de Yaourt Fraise Repère #1864
XSELL-0518,344565039683,395994948079,Yaourt Fraise Danone #3913,Plat Cuisiné Lasagnes Repère #3401,77.4,10.8,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #3401 (MDD) à l'achat de Yaourt Fraise Danone #3913
XSELL-0519,389409265796,345980716923,Yaourt Fraise Nestlé #354,Céréales Gourmandes Bio #3202,85.6,14.0,Offre Duo : -30% sur Céréales Gourmandes Bio #3202 (MDD) à l'achat de Yaourt Fraise Nestlé #354
XSELL-0520,362086273959,355761350651,Yaourt Fraise Repère #565,Jambon Supérieur Gourmet #2726,84.8,9.9,Offre Duo : -30% sur Jambon Supérieur Gourmet #2726 (MDD) à l'achat de Yaourt Fraise Repère #565
XSELL-0521,398062340132,367351440775,Céréales Gourmandes Repère #4181,Biscuits Chocolat Gourmet #3621,88.4,5.9,Offre Duo : -30% sur Biscuits Chocolat Gourmet #3621 (MDD) à l'achat de Céréales Gourmandes Repère #4181
XSELL-0522,363299256955,340171265651,Jus d'Orange Pur Jus Nestlé #444,Céréales Gourmandes Gourmet #3520,81.3,10.5,Offre Duo : -30% sur Céréales Gourmandes Gourmet #3520 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #444
XSELL-0523,377652752753,361801563441,Fromage Fondu Danone #2771,Jambon Supérieur Gourmet #4121,89.0,7.1,Offre Duo : -30% sur Jambon Supérieur Gourmet #4121 (MDD) à l'achat de Fromage Fondu Danone #2771
XSELL-0524,379353998711,319460328880,Plat Cuisiné Lasagnes Danone #2471,Pain de Mie Bio Gourmet #2251,83.1,11.7,Offre Duo : -30% sur Pain de Mie Bio Gourmet #2251 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #2471
XSELL-0525,348385853316,315356492861,Jambon Supérieur Nestlé #2862,Jus d'Orange Pur Jus Repère #3674,77.5,7.1,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #3674 (MDD) à l'achat de Jambon Supérieur Nestlé #2862
XSELL-0526,393319196711,319791052158,Jambon Supérieur Nestlé #2648,Sauce Tomate Basilic Gourmet #88,69.8,9.0,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #88 (MDD) à l'achat de Jambon Supérieur Nestlé #2648
XSELL-0527,331277173587,361895090092,Jambon Supérieur Nestlé #3216,Céréales Gourmandes Bio #1854,75.8,7.5,Offre Duo : -30% sur Céréales Gourmandes Bio #1854 (MDD) à l'achat de Jambon Supérieur Nestlé #3216
XSELL-0528,364995725720,380063112382,Plat Cuisiné Lasagnes Danone #4192,Céréales Gourmandes Repère #3433,72.6,10.2,Offre Duo : -30% sur Céréales Gourmandes Repère #3433 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #4192
XSELL-0529,326044655988,333393839917,Jambon Supérieur Danone #2831,Céréales Gourmandes Gourmet #932,73.2,7.1,Offre Duo : -30% sur Céréales Gourmandes Gourmet #932 (MDD) à l'achat de Jambon Supérieur Danone #2831
XSELL-0530,382705813483,380707746269,Pâte à Tartiner Repère #3264,Sauce Tomate Basilic Repère #72,85.9,10.2,Offre Duo : -30% sur Sauce Tomate Basilic Repère #72 (MDD) à l'achat de Pâte à Tartiner Repère #3264
XSELL-0531,396140355827,317539005689,Pain de Mie Bio Repère #419,Yaourt Fraise Repère #1403,77.4,7.1,Offre Duo : -30% sur Yaourt Fraise Repère #1403 (MDD) à l'achat de Pain de Mie Bio Repère #419
XSELL-0532,348753994847,341218619288,Sauce Tomate Basilic Danone #3657,Jambon Supérieur Gourmet #3010,93.1,12.4,Offre Duo : -30% sur Jambon Supérieur Gourmet #3010 (MDD) à l'achat de Sauce Tomate Basilic Danone #3657
XSELL-0533,380835582751,349701858036,Yaourt Fraise Danone #1983,Biscuits Chocolat Bio #1451,67.3,4.7,Offre Duo : -30% sur Biscuits Chocolat Bio #1451 (MDD) à l'achat de Yaourt Fraise Danone #1983
XSELL-0534,312045830489,334509827303,Jambon Supérieur Repère #1691,Céréales Gourmandes Bio #2192,71.7,5.2,Offre Duo : -30% sur Céréales Gourmandes Bio #2192 (MDD) à l'achat de Jambon Supérieur Repère #1691
XSELL-0535,339373785013,334448925733,Yaourt Fraise Nestlé #861,Pâte à Tartiner Gourmet #1070,82.5,9.6,Offre Duo : -30% sur Pâte à Tartiner Gourmet #1070 (MDD) à l'achat de Yaourt Fraise Nestlé #861
XSELL-0536,358073435116,363870988368,Fromage Fondu Nestlé #3612,Pâte à Tartiner Bio #3652,82.3,11.6,Offre Duo : -30% sur Pâte à Tartiner Bio #3652 (MDD) à l'achat de Fromage Fondu Nestlé #3612
XSELL-0537,381087554982,323768786875,Céréales Gourmandes Nestlé #3535,Sauce Tomate Basilic Repère #3710,78.5,10.1,Offre Duo : -30% sur Sauce Tomate Basilic Repère #3710 (MDD) à l'achat de Céréales Gourmandes Nestlé #3535
XSELL-0538,347909541945,337806365944,Yaourt Fraise Danone #1920,Yaourt Fraise Repère #2728,72.0,13.6,Offre Duo : -30% sur Yaourt Fraise Repère #2728 (MDD) à l'achat de Yaourt Fraise Danone #1920
XSELL-0539,324192087946,328000225207,Jus d'Orange Pur Jus Repère #3273,Fromage Fondu Repère #4275,80.5,10.0,Offre Duo : -30% sur Fromage Fondu Repère #4275 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #3273
XSELL-0540,353545499345,364975934335,Pain de Mie Bio Repère #3681,Pain de Mie Bio Repère #4160,87.4,9.2,Offre Duo : -30% sur Pain de Mie Bio Repère #4160 (MDD) à l'achat de Pain de Mie Bio Repère #3681
XSELL-0541,344484437592,326530484594,Céréales Gourmandes Nestlé #3540,Pâte à Tartiner Repère #2863,84.9,7.0,Offre Duo : -30% sur Pâte à Tartiner Repère #2863 (MDD) à l'achat de Céréales Gourmandes Nestlé #3540
XSELL-0542,371363175315,352502707825,Pâte à Tartiner Danone #4411,Jambon Supérieur Bio #2014,92.5,5.9,Offre Duo : -30% sur Jambon Supérieur Bio #2014 (MDD) à l'achat de Pâte à Tartiner Danone #4411
XSELL-0543,358058423853,340703096266,Céréales Gourmandes Nestlé #2038,Plat Cuisiné Lasagnes Gourmet #4218,69.5,9.8,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #4218 (MDD) à l'achat de Céréales Gourmandes Nestlé #2038
XSELL-0544,375438388423,399525427898,Biscuits Chocolat Nestlé #2762,Pâte à Tartiner Repère #1220,83.0,7.5,Offre Duo : -30% sur Pâte à Tartiner Repère #1220 (MDD) à l'achat de Biscuits Chocolat Nestlé #2762
XSELL-0545,373758963355,345428827589,Jus d'Orange Pur Jus Nestlé #2473,Pain de Mie Bio Bio #1671,89.6,6.4,Offre Duo : -30% sur Pain de Mie Bio Bio #1671 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #2473
XSELL-0546,387141723939,321468317919,Jus d'Orange Pur Jus Danone #4285,Yaourt Fraise Bio #624,84.7,9.5,Offre Duo : -30% sur Yaourt Fraise Bio #624 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #4285
XSELL-0547,349838847490,337848160251,Jus d'Orange Pur Jus Danone #2666,Plat Cuisiné Lasagnes Bio #215,93.6,7.9,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #215 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #2666
XSELL-0548,354992123951,323012036313,Pâte à Tartiner Nestlé #2318,Sauce Tomate Basilic Gourmet #1621,86.8,8.2,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #1621 (MDD) à l'achat de Pâte à Tartiner Nestlé #2318
XSELL-0549,358689402288,365751217819,Céréales Gourmandes Nestlé #590,Biscuits Chocolat Gourmet #2806,74.1,10.6,Offre Duo : -30% sur Biscuits Chocolat Gourmet #2806 (MDD) à l'achat de Céréales Gourmandes Nestlé #590
XSELL-0550,337753720102,355743675229,Yaourt Fraise Danone #1992,Jus d'Orange Pur Jus Gourmet #670,81.7,6.7,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #670 (MDD) à l'achat de Yaourt Fraise Danone #1992
XSELL-0551,355517552459,376813270904,Jambon Supérieur Danone #2335,Jus d'Orange Pur Jus Gourmet #2968,76.8,6.2,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #2968 (MDD) à l'achat de Jambon Supérieur Danone #2335
XSELL-0552,398062340132,377849954309,Céréales Gourmandes Repère #4181,Biscuits Chocolat Gourmet #497,75.5,7.9,Offre Duo : -30% sur Biscuits Chocolat Gourmet #497 (MDD) à l'achat de Céréales Gourmandes Repère #4181
XSELL-0553,317872228316,354323015687,Pain de Mie Bio Repère #879,Pâte à Tartiner Gourmet #11,92.8,11.4,Offre Duo : -30% sur Pâte à Tartiner Gourmet #11 (MDD) à l'achat de Pain de Mie Bio Repère #879
XSELL-0554,354988902467,383672581618,Pâte à Tartiner Repère #847,Fromage Fondu Gourmet #90,67.6,9.7,Offre Duo : -30% sur Fromage Fondu Gourmet #90 (MDD) à l'achat de Pâte à Tartiner Repère #847
XSELL-0555,374646423380,361945229928,Pain de Mie Bio Danone #1139,Pâte à Tartiner Repère #3323,80.0,5.9,Offre Duo : -30% sur Pâte à Tartiner Repère #3323 (MDD) à l'achat de Pain de Mie Bio Danone #1139
XSELL-0556,324541399318,384434476687,Jus d'Orange Pur Jus Nestlé #2714,Biscuits Chocolat Bio #4167,71.8,9.1,Offre Duo : -30% sur Biscuits Chocolat Bio #4167 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #2714
XSELL-0557,330962402369,384063923813,Sauce Tomate Basilic Nestlé #580,Pain de Mie Bio Bio #3081,88.2,7.9,Offre Duo : -30% sur Pain de Mie Bio Bio #3081 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #580
XSELL-0558,312132254570,329648934220,Plat Cuisiné Lasagnes Danone #2524,Céréales Gourmandes Bio #1459,88.2,10.4,Offre Duo : -30% sur Céréales Gourmandes Bio #1459 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #2524
XSELL-0559,388086721458,313770641834,Jambon Supérieur Danone #2203,Biscuits Chocolat Gourmet #1538,81.6,8.0,Offre Duo : -30% sur Biscuits Chocolat Gourmet #1538 (MDD) à l'achat de Jambon Supérieur Danone #2203
XSELL-0560,390329219851,380062757705,Sauce Tomate Basilic Repère #3507,Biscuits Chocolat Gourmet #555,78.5,10.5,Offre Duo : -30% sur Biscuits Chocolat Gourmet #555 (MDD) à l'achat de Sauce Tomate Basilic Repère #3507
XSELL-0561,367688324038,381596186006,Pâte à Tartiner Danone #2402,Plat Cuisiné Lasagnes Repère #2309,72.9,6.7,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #2309 (MDD) à l'achat de Pâte à Tartiner Danone #2402
XSELL-0562,372387123068,310697881385,Sauce Tomate Basilic Nestlé #1252,Jambon Supérieur Repère #1230,84.9,9.3,Offre Duo : -30% sur Jambon Supérieur Repère #1230 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #1252
XSELL-0563,326174674281,380766440956,Plat Cuisiné Lasagnes Repère #1839,Yaourt Fraise Gourmet #3675,74.4,5.9,Offre Duo : -30% sur Yaourt Fraise Gourmet #3675 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #1839
XSELL-0564,348559644199,377488296694,Yaourt Fraise Danone #3375,Yaourt Fraise Bio #4258,79.1,10.4,Offre Duo : -30% sur Yaourt Fraise Bio #4258 (MDD) à l'achat de Yaourt Fraise Danone #3375
XSELL-0565,318963693618,321468317919,Jambon Supérieur Nestlé #3608,Yaourt Fraise Bio #624,88.7,13.7,Offre Duo : -30% sur Yaourt Fraise Bio #624 (MDD) à l'achat de Jambon Supérieur Nestlé #3608
XSELL-0566,343283279275,348682052389,Fromage Fondu Nestlé #1348,Céréales Gourmandes Repère #2900,84.7,6.5,Offre Duo : -30% sur Céréales Gourmandes Repère #2900 (MDD) à l'achat de Fromage Fondu Nestlé #1348
XSELL-0567,346199404573,364655475805,Jambon Supérieur Repère #1810,Jus d'Orange Pur Jus Repère #661,68.5,4.8,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #661 (MDD) à l'achat de Jambon Supérieur Repère #1810
XSELL-0568,311790342346,321895900715,Jus d'Orange Pur Jus Danone #4043,Jambon Supérieur Gourmet #3843,79.0,6.2,Offre Duo : -30% sur Jambon Supérieur Gourmet #3843 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #4043
XSELL-0569,360456101223,323248169048,Fromage Fondu Nestlé #3634,Sauce Tomate Basilic Gourmet #191,80.1,13.7,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #191 (MDD) à l'achat de Fromage Fondu Nestlé #3634
XSELL-0570,396607445365,354609810885,Pain de Mie Bio Nestlé #1256,Céréales Gourmandes Gourmet #1492,78.9,7.7,Offre Duo : -30% sur Céréales Gourmandes Gourmet #1492 (MDD) à l'achat de Pain de Mie Bio Nestlé #1256
XSELL-0571,339635033188,383396716336,Céréales Gourmandes Nestlé #2488,Fromage Fondu Gourmet #4035,83.1,4.7,Offre Duo : -30% sur Fromage Fondu Gourmet #4035 (MDD) à l'achat de Céréales Gourmandes Nestlé #2488
XSELL-0572,340273622292,325164611299,Yaourt Fraise Repère #2484,Plat Cuisiné Lasagnes Repère #2972,74.9,8.5,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #2972 (MDD) à l'achat de Yaourt Fraise Repère #2484
XSELL-0573,393075748557,397512887697,Plat Cuisiné Lasagnes Nestlé #3678,Sauce Tomate Basilic Repère #3665,91.0,10.7,Offre Duo : -30% sur Sauce Tomate Basilic Repère #3665 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #3678
XSELL-0574,358630182501,386458590155,Biscuits Chocolat Repère #3506,Pain de Mie Bio Bio #4354,83.6,13.6,Offre Duo : -30% sur Pain de Mie Bio Bio #4354 (MDD) à l'achat de Biscuits Chocolat Repère #3506
XSELL-0575,346978038672,376788802226,Yaourt Fraise Nestlé #1460,Pain de Mie Bio Gourmet #1716,86.9,9.8,Offre Duo : -30% sur Pain de Mie Bio Gourmet #1716 (MDD) à l'achat de Yaourt Fraise Nestlé #1460
XSELL-0576,382059960681,367603926991,Jambon Supérieur Danone #4094,Sauce Tomate Basilic Gourmet #492,75.6,13.4,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #492 (MDD) à l'achat de Jambon Supérieur Danone #4094
XSELL-0577,344309386263,316778834503,Sauce Tomate Basilic Nestlé #1217,Sauce Tomate Basilic Gourmet #28,90.6,6.8,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #28 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #1217
XSELL-0578,378328363869,352722050737,Biscuits Chocolat Repère #650,Céréales Gourmandes Gourmet #961,78.7,6.8,Offre Duo : -30% sur Céréales Gourmandes Gourmet #961 (MDD) à l'achat de Biscuits Chocolat Repère #650
XSELL-0579,369348408956,359241153861,Fromage Fondu Repère #521,Biscuits Chocolat Bio #1404,86.0,10.9,Offre Duo : -30% sur Biscuits Chocolat Bio #1404 (MDD) à l'achat de Fromage Fondu Repère #521
XSELL-0580,363291961680,384902595589,Céréales Gourmandes Repère #142,Biscuits Chocolat Repère #1579,85.7,8.6,Offre Duo : -30% sur Biscuits Chocolat Repère #1579 (MDD) à l'achat de Céréales Gourmandes Repère #142
XSELL-0581,338608554797,352335571448,Plat Cuisiné Lasagnes Repère #4297,Pain de Mie Bio Bio #3231,78.6,12.4,Offre Duo : -30% sur Pain de Mie Bio Bio #3231 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #4297
XSELL-0582,315688073927,344803786710,Céréales Gourmandes Danone #3718,Plat Cuisiné Lasagnes Gourmet #1643,73.7,9.6,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #1643 (MDD) à l'achat de Céréales Gourmandes Danone #3718
XSELL-0583,354988902467,364100757767,Pâte à Tartiner Repère #847,Sauce Tomate Basilic Bio #2517,79.2,7.4,Offre Duo : -30% sur Sauce Tomate Basilic Bio #2517 (MDD) à l'achat de Pâte à Tartiner Repère #847
XSELL-0584,371363175315,390715175023,Pâte à Tartiner Danone #4411,Pâte à Tartiner Bio #2628,73.0,5.2,Offre Duo : -30% sur Pâte à Tartiner Bio #2628 (MDD) à l'achat de Pâte à Tartiner Danone #4411
XSELL-0585,325124099489,324068527485,Pain de Mie Bio Danone #2243,Jambon Supérieur Bio #705,83.8,6.6,Offre Duo : -30% sur Jambon Supérieur Bio #705 (MDD) à l'achat de Pain de Mie Bio Danone #2243
XSELL-0586,345264947364,382705813483,Céréales Gourmandes Danone #2835,Pâte à Tartiner Repère #3264,65.7,4.7,Offre Duo : -30% sur Pâte à Tartiner Repère #3264 (MDD) à l'achat de Céréales Gourmandes Danone #2835
XSELL-0587,315518960578,378335502981,Sauce Tomate Basilic Nestlé #2716,Jambon Supérieur Gourmet #2565,76.6,12.7,Offre Duo : -30% sur Jambon Supérieur Gourmet #2565 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #2716
XSELL-0588,349471639886,345048824799,Jambon Supérieur Nestlé #3417,Plat Cuisiné Lasagnes Gourmet #3830,85.8,9.0,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #3830 (MDD) à l'achat de Jambon Supérieur Nestlé #3417
XSELL-0589,348559644199,311747934476,Yaourt Fraise Danone #3375,Céréales Gourmandes Repère #3153,65.4,12.6,Offre Duo : -30% sur Céréales Gourmandes Repère #3153 (MDD) à l'achat de Yaourt Fraise Danone #3375
XSELL-0590,348236558326,381040099915,Jambon Supérieur Nestlé #1644,Pâte à Tartiner Gourmet #145,92.9,13.9,Offre Duo : -30% sur Pâte à Tartiner Gourmet #145 (MDD) à l'achat de Jambon Supérieur Nestlé #1644
XSELL-0591,349554061072,328323274337,Pain de Mie Bio Nestlé #4405,Pain de Mie Bio Bio #467,74.8,10.3,Offre Duo : -30% sur Pain de Mie Bio Bio #467 (MDD) à l'achat de Pain de Mie Bio Nestlé #4405
XSELL-0592,312253503049,341218619288,Pâte à Tartiner Danone #914,Jambon Supérieur Gourmet #3010,81.9,13.4,Offre Duo : -30% sur Jambon Supérieur Gourmet #3010 (MDD) à l'achat de Pâte à Tartiner Danone #914
XSELL-0593,364105939051,311019984477,Plat Cuisiné Lasagnes Danone #4107,Fromage Fondu Repère #388,85.1,7.9,Offre Duo : -30% sur Fromage Fondu Repère #388 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #4107
XSELL-0594,351446647059,329917166625,Plat Cuisiné Lasagnes Repère #243,Céréales Gourmandes Gourmet #289,73.2,6.7,Offre Duo : -30% sur Céréales Gourmandes Gourmet #289 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #243
XSELL-0595,337068161352,377488296694,Yaourt Fraise Danone #2218,Yaourt Fraise Bio #4258,90.7,6.6,Offre Duo : -30% sur Yaourt Fraise Bio #4258 (MDD) à l'achat de Yaourt Fraise Danone #2218
XSELL-0596,320229481101,348682052389,Jus d'Orange Pur Jus Nestlé #725,Céréales Gourmandes Repère #2900,73.7,8.5,Offre Duo : -30% sur Céréales Gourmandes Repère #2900 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #725
XSELL-0597,372471203543,394077485589,Biscuits Chocolat Nestlé #1904,Yaourt Fraise Gourmet #2743,65.8,7.2,Offre Duo : -30% sur Yaourt Fraise Gourmet #2743 (MDD) à l'achat de Biscuits Chocolat Nestlé #1904
XSELL-0598,322796146279,375639950221,Pâte à Tartiner Repère #3168,Plat Cuisiné Lasagnes Gourmet #1153,75.9,11.1,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #1153 (MDD) à l'achat de Pâte à Tartiner Repère #3168
XSELL-0599,343582218686,316579890385,Céréales Gourmandes Repère #3989,Plat Cuisiné Lasagnes Repère #4102,83.7,11.9,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #4102 (MDD) à l'achat de Céréales Gourmandes Repère #3989
XSELL-0600,356937362976,311785011492,Yaourt Fraise Repère #408,Yaourt Fraise Bio #3360,71.4,7.0,Offre Duo : -30% sur Yaourt Fraise Bio #3360 (MDD) à l'achat de Yaourt Fraise Repère #408
XSELL-0601,348236558326,386520597751,Jambon Supérieur Nestlé #1644,Biscuits Chocolat Gourmet #513,65.6,12.9,Offre Duo : -30% sur Biscuits Chocolat Gourmet #513 (MDD) à l'achat de Jambon Supérieur Nestlé #1644
XSELL-0602,325140769871,348430743601,Jambon Supérieur Danone #3690,Biscuits Chocolat Bio #2055,92.6,7.4,Offre Duo : -30% sur Biscuits Chocolat Bio #2055 (MDD) à l'achat de Jambon Supérieur Danone #3690
XSELL-0603,356953538977,317500316988,Pain de Mie Bio Nestlé #4368,Céréales Gourmandes Bio #3084,82.5,7.9,Offre Duo : -30% sur Céréales Gourmandes Bio #3084 (MDD) à l'achat de Pain de Mie Bio Nestlé #4368
XSELL-0604,322325773110,382312612670,Pain de Mie Bio Nestlé #3006,Jambon Supérieur Bio #3597,71.3,9.4,Offre Duo : -30% sur Jambon Supérieur Bio #3597 (MDD) à l'achat de Pain de Mie Bio Nestlé #3006
XSELL-0605,333435551198,313829671794,Fromage Fondu Danone #2896,Plat Cuisiné Lasagnes Repère #4171,76.8,6.9,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #4171 (MDD) à l'achat de Fromage Fondu Danone #2896
XSELL-0606,342085840698,345887698215,Pâte à Tartiner Nestlé #1944,Plat Cuisiné Lasagnes Bio #2331,68.6,8.9,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #2331 (MDD) à l'achat de Pâte à Tartiner Nestlé #1944
XSELL-0607,345451102812,358007394884,Fromage Fondu Nestlé #504,Fromage Fondu Bio #3455,72.9,9.4,Offre Duo : -30% sur Fromage Fondu Bio #3455 (MDD) à l'achat de Fromage Fondu Nestlé #504
XSELL-0608,384902595589,348243192569,Biscuits Chocolat Repère #1579,Fromage Fondu Gourmet #3115,70.4,14.0,Offre Duo : -30% sur Fromage Fondu Gourmet #3115 (MDD) à l'achat de Biscuits Chocolat Repère #1579
XSELL-0609,378339123728,345048824799,Pain de Mie Bio Repère #3337,Plat Cuisiné Lasagnes Gourmet #3830,82.3,8.2,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #3830 (MDD) à l'achat de Pain de Mie Bio Repère #3337
XSELL-0610,364995725720,319182510544,Plat Cuisiné Lasagnes Danone #4192,Céréales Gourmandes Repère #1222,83.3,9.5,Offre Duo : -30% sur Céréales Gourmandes Repère #1222 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #4192
XSELL-0611,389472293202,368303972102,Céréales Gourmandes Nestlé #59,Pain de Mie Bio Gourmet #3074,66.7,12.8,Offre Duo : -30% sur Pain de Mie Bio Gourmet #3074 (MDD) à l'achat de Céréales Gourmandes Nestlé #59
XSELL-0612,346655062449,396573082688,Plat Cuisiné Lasagnes Nestlé #1303,Fromage Fondu Repère #1989,93.1,14.1,Offre Duo : -30% sur Fromage Fondu Repère #1989 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #1303
XSELL-0613,366673252147,376746004891,Sauce Tomate Basilic Repère #3543,Céréales Gourmandes Bio #4050,72.3,7.2,Offre Duo : -30% sur Céréales Gourmandes Bio #4050 (MDD) à l'achat de Sauce Tomate Basilic Repère #3543
XSELL-0614,342011872534,330544346429,Jus d'Orange Pur Jus Nestlé #905,Fromage Fondu Repère #3551,65.6,8.8,Offre Duo : -30% sur Fromage Fondu Repère #3551 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #905
XSELL-0615,315470371956,394194463048,Yaourt Fraise Nestlé #254,Fromage Fondu Bio #3291,93.7,5.9,Offre Duo : -30% sur Fromage Fondu Bio #3291 (MDD) à l'achat de Yaourt Fraise Nestlé #254
XSELL-0616,319190868030,381072392118,Jambon Supérieur Repère #1607,Sauce Tomate Basilic Gourmet #2259,87.7,6.5,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #2259 (MDD) à l'achat de Jambon Supérieur Repère #1607
XSELL-0617,319182510544,367481357288,Céréales Gourmandes Repère #1222,Sauce Tomate Basilic Repère #1526,80.9,12.3,Offre Duo : -30% sur Sauce Tomate Basilic Repère #1526 (MDD) à l'achat de Céréales Gourmandes Repère #1222
XSELL-0618,362611007109,353942584996,Céréales Gourmandes Nestlé #1268,Fromage Fondu Repère #4395,90.0,7.3,Offre Duo : -30% sur Fromage Fondu Repère #4395 (MDD) à l'achat de Céréales Gourmandes Nestlé #1268
XSELL-0619,348750852632,339496349549,Jus d'Orange Pur Jus Repère #3361,Pain de Mie Bio Bio #1412,84.3,10.6,Offre Duo : -30% sur Pain de Mie Bio Bio #1412 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #3361
XSELL-0620,341553360180,378246326417,Pain de Mie Bio Nestlé #1293,Jus d'Orange Pur Jus Gourmet #998,81.2,12.1,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #998 (MDD) à l'achat de Pain de Mie Bio Nestlé #1293
XSELL-0621,355642474510,386642157959,Biscuits Chocolat Nestlé #3879,Sauce Tomate Basilic Bio #3392,85.5,12.2,Offre Duo : -30% sur Sauce Tomate Basilic Bio #3392 (MDD) à l'achat de Biscuits Chocolat Nestlé #3879
XSELL-0622,372471203543,344010026491,Biscuits Chocolat Nestlé #1904,Biscuits Chocolat Repère #2882,83.2,9.0,Offre Duo : -30% sur Biscuits Chocolat Repère #2882 (MDD) à l'achat de Biscuits Chocolat Nestlé #1904
